OPERADORA,ESTADO,Q5,Q7,Q7a,Q8,J1,B1_1,B1_2,C1_1,C1_2,C1_3,D1_1,D1_2,A1_1,A2_1,A2_2,A2_3,A3,E7,E8,F3,F4_1,F4_2,F4_3,G2_1,G2_2,G2_3,H1,H2,H2a,PESO,Operadoras,Estados,Churn
ALGAR,MG,2,29,4,1,8,9,10,8,9,8,9,10,1.0,7.0,4.0,4.0,5.0,2,99,2,99,99,99,2,1,1,2,4000,2,"1,720490595",0,9,0
ALGAR,MG,1,43,7,2,6,7,7,6,6,6,6,7,1.0,8.0,8.0,8.0,8.0,2,99,2,99,99,99,2,1,1,2,4000,2,"1,720490595",0,9,0
BRISANET,PE,1,21,3,2,10,9,10,10,10,10,10,9,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,1500,1,"0,153672687",1,14,0
HUGHES,SP,2,39,6,2,2,8,0,2,2,0,8,0,1.0,5.0,8.0,0.0,5.0,1,0.0,1,8.0,8.0,0.0,2,2,2,4,2500,2,"0,106652325",3,24,1
OI,AC,1,42,7,1,1,2,2,0,0,0,2,2,1.0,2.0,0.0,4.0,4.0,1,1.0,1,0.0,0.0,1.0,2,2,1,2,11000,5,"0,148912782",4,0,1
OI,AM,1,62,8,2,8,9,8,7,7,8,7,8,1.0,7.0,9.0,9.0,7.0,1,8.0,1,9.0,10.0,7.0,1,1,1,2,9000,4,"0,087477352",4,2,0
OI,ES,1,37,6,1,7,5,5,3,0,0,4,5,1.0,0.0,3.0,0.0,4.0,1,0.0,1,5.0,5.0,5.0,2,1,1,1,2000,1,"0,514795598",4,6,0
OI,ES,1,48,7,2,8,7,7,8,7,8,5,8,1.0,6.0,6.0,7.0,8.0,1,8.0,2,99,99,99,2,2,1,2,1500,1,"0,514795598",4,6,0
OI,ES,1,60,8,1,5,7,6,9,6,9,5,6,99,99,99,99,99,1,0.0,2,99,99,99,2,2,1,1,999998,99,"0,514795598",4,6,0
OI,ES,1,39,6,1,7,6,2,7,8,8,5,4,1.0,3.0,3.0,5.0,5.0,2,99,2,99,99,99,2,2,1,2,3000,2,"0,514795598",4,6,0
OI,MG,2,46,7,1,5,8,7,5,5,5,7,7,1.0,8.0,7.0,7.0,7.0,1,7.0,1,9.0,10.0,9.0,2,1,1,1,1000,1,"2,373394851",4,9,0
OI,MG,1,34,5,2,4,2,2,4,3,5,2,0,99,99,99,99,99,1,2.0,2,99,99,99,2,1,1,1,4000,2,"2,373394851",4,9,0
OI,MG,1,36,6,1,5,5,4,5,4,5,6,4,1.0,0.0,0.0,1.0,2.0,1,2.0,1,2.0,2.0,6.0,2,2,1,2,999998,4,"2,373394851",4,9,0
OI,MS,1,45,7,1,8,9,9,8,7,7,9,8,99,99,99,99,99,2,99,2,99,99,99,2,2,1,3,999998,2,"0,515743188",4,10,0
OI,PI,1,45,7,1,7,7,8,5,5,5,7,6,1.0,5.0,4.0,5.0,6.0,1,5.0,2,99,99,99,2,2,1,1,999998,1,"0,182607017",4,15,0
OI,RJ,1,59,8,2,3,2,4,4,2,2,5,5,99,99,99,99,99,1,1.0,1,8.0,7.0,7.0,2,2,1,1,10000,4,"3,133992759",4,17,1
OI,RJ,2,53,8,1,5,2,0,6,0,1,10,8,1.0,0.0,0.0,1.0,0.0,1,5.0,1,2.0,0.0,5.0,2,1,1,1,999998,1,"3,133992759",4,17,0
OI,RJ,1,57,8,2,5,5,6,6,5,5,8,8,1.0,2.0,4.0,8.0,2.0,1,7.0,1,7.0,6.0,9.0,2,2,1,2,6000,3,"3,133992759",4,17,0
OI,RR,1,63,8,1,8,8,9,9,9,7,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,1,2,999998,3,"0,084349574",4,20,0
OI,SE,1,60,8,2,5,6,6,5,6,6,8,7,99,99,99,99,99,1,7.0,2,99,99,99,1,1,1,2,7000,4,"0,115610301",4,23,0
SKY,MG,1,49,7,2,6,7,6,7,5,6,8,8,1.0,8.0,8.0,9.0,9.0,1,7.0,2,99,99,99,1,2,2,2,2500,2,"0,105366518",6,9,0
SKY,MG,1,37,6,2,8,9,9,8,7,7,9,99,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,999998,99,"0,105366518",6,9,0
SKY,MG,1,37,6,1,5,5,3,5,5,3,0,3,1.0,5.0,5.0,8.0,8.0,2,99,2,99,99,99,2,2,2,1,600,1,"0,105366518",6,9,0
SKY,MG,1,21,3,1,5,6,4,9,10,3,3,3,99,99,99,99,99,2,99,2,99,99,99,2,2,2,1,2000,1,"0,105366518",6,9,0
SKY,PA,1,49,7,2,5,3,3,5,5,3,8,7,1.0,5.0,5.0,8.0,6.0,1,3.0,1,8.0,6.0,6.0,2,2,2,2,15000,5,"0,123385668",6,12,0
SKY,PA,1,44,7,1,5,7,5,5,6,4,10,10,1.0,4.0,6.0,9.0,9.0,1,6.0,1,9.0,9.0,9.0,2,2,2,1,5000,3,"0,123385668",6,12,0
TIM,AM,2,47,7,1,6,5,5,6,5,6,5,4,1.0,3.0,2.0,2.0,4.0,1,3.0,1,6.0,5.0,10.0,2,2,1,1,17000,5,"0,088639026",7,2,0
TIM,AM,1,32,5,1,3,5,4,4,3,4,4,8,1.0,6.0,4.0,9.0,8.0,1,2.0,1,8.0,8.0,5.0,2,2,1,2,4000,2,"0,088639026",7,2,1
VIVO,BA,1,29,4,1,5,7,7,5,5,5,10,10,1.0,5.0,5.0,8.0,7.0,2,99,2,99,99,99,2,2,1,2,999998,1,"0,668020487",9,3,0
VIVO,MG,1,62,8,1,2,4,4,4,4,3,5,4,1.0,0.0,2.0,5.0,5.0,1,5.0,1,5.0,5.0,6.0,1,2,1,1,999999,99,"1,475334685",9,9,1
VIVO,MG,2,31,5,1,5,5,5,5,4,5,5,5,1.0,5.0,5.0,7.0,8.0,1,6.0,2,99,99,99,1,2,1,1,999999,99,"1,475334685",9,9,0
VIVO,PI,1,53,8,1,8,5,8,8,8,7,8,9,1.0,4.0,5.0,6.0,6.0,2,99,2,99,99,99,1,2,1,2,15000,5,"0,09161355",9,15,0
VIVO,SP,1,47,7,2,3,7,8,8,8,7,10,8,1.0,9.0,9.0,8.0,10.0,1,10.0,2,99,99,99,2,2,1,2,5000,3,"14,96133461",9,24,1
VIVO,SP,1,26,4,1,5,6,4,6,5,5,7,6,1.0,2.0,5.0,6.0,6.0,1,0.0,1,4.0,5.0,7.0,2,2,1,2,1400,1,"14,96133461",9,24,0
CLARO/NET,CE,1,70,8,1,5,5,5,5,3,5,6,5,99,99,99,99,99,1,3.0,1,3.0,3.0,3.0,1,1,1,1,30000,5,"0,33047842",2,4,0
CLARO/NET,PA,1,38,6,2,8,8,8,7,8,7,8,8,1.0,4.0,7.0,8.0,7.0,2,99,2,99,99,99,1,2,1,2,2000,1,"0,498548009",2,12,0
CLARO/NET,PB,1,27,4,1,0,2,2,3,2,3,0,0,1.0,0.0,0.0,0.0,2.0,2,99,1,10.0,9.0,5.0,2,2,1,2,19000,5,"0,397971582",2,13,1
CLARO/NET,PI,1,67,8,1,10,8,8,7,8,10,8,10,1.0,8.0,7.0,8.0,10.0,2,99,2,99,99,99,2,2,1,3,2080,1,"0,173615161",2,15,0
CLARO/NET,PI,2,40,6,2,7,6,8,8,8,7,99,6,1.0,7.0,6.0,7.0,8.0,1,7.0,2,99,99,99,1,2,1,2,999998,99,"0,173615161",2,15,0
CLARO/NET,RJ,2,35,5,1,7,3,8,7,7,8,2,2,1.0,6.0,3.0,3.0,3.0,1,4.0,1,7.0,7.0,10.0,1,1,1,1,6000,3,"5,355997357",2,17,0
CLARO/NET,RJ,1,51,8,1,5,3,5,7,4,4,5,7,1.0,3.0,3.0,3.0,5.0,1,7.0,1,99.0,8.0,7.0,1,1,1,1,10000,4,"5,355997357",2,17,0
CLARO/NET,RO,1,45,7,2,5,10,10,4,4,6,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,1,1,1000,1,"0,071185672",2,19,0
ALGAR,MG,1,38,6,1,7,7,8,8,7,9,9,10,1.0,8.0,8.0,9.0,9.0,1,7.0,1,8.0,8.0,9.0,1,1,1,1,1500,1,"1,720490595",0,9,0
ALGAR,MG,1,41,7,2,9,10,10,9,9,9,10,9,1.0,9.0,10.0,10.0,9.0,1,9.0,1,9.0,10.0,10.0,2,1,1,1,2100,2,"1,720490595",0,9,0
ALGAR,MG,1,44,7,2,8,8,10,8,8,8,9,9,1.0,6.0,4.0,6.0,5.0,1,4.0,1,4.0,4.0,4.0,2,1,1,2,4000,2,"1,720490595",0,9,0
BRISANET,CE,1,38,6,1,7,7,8,5,6,6,5,9,1.0,8.0,7.0,8.0,9.0,2,99,2,99,99,99,2,2,1,1,1040,1,"1,30502718",1,4,0
BRISANET,CE,1,39,6,2,0,0,0,3,4,3,10,10,1.0,0.0,10.0,5.0,0.0,1,3.0,1,6.0,3.0,4.0,2,2,2,2,2000,1,"1,30502718",1,4,1
BRISANET,CE,1,33,5,2,7,10,10,7,8,7,10,10,99,99,99,99,99,1,8.0,2,99,99,99,2,2,2,1,2000,1,"1,30502718",1,4,0
BRISANET,PE,1,43,7,2,5,5,5,5,5,5,5,7,1.0,5.0,5.0,8.0,5.0,1,5.0,1,5.0,5.0,5.0,2,2,2,2,5000,3,"0,153672687",1,14,0
HUGHES,BA,2,26,4,2,8,9,6,3,10,4,2,6,1.0,4.0,5.0,6.0,6.0,1,2.0,2,99,99,99,2,2,2,2,1500,1,"0,057069444",3,3,0
OI,AC,2,38,6,1,5,5,4,4,4,4,4,8,1.0,5.0,5.0,8.0,8.0,1,4.0,1,5.0,5.0,8.0,2,2,1,1,1045,1,"0,148912782",4,0,0
OI,BA,1,63,8,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,2,1,1,2,700,1,"0,859429588",4,3,1
OI,BA,1,36,6,1,8,9,9,9,10,8,10,10,1.0,7.0,8.0,7.0,8.0,2,99,1,10.0,10.0,10.0,2,2,1,1,4000,2,"0,859429588",4,3,0
OI,CE,2,22,3,1,8,9,7,9,8,9,10,10,1.0,5.0,7.0,8.0,8.0,1,8.0,1,7.0,7.0,8.0,2,1,1,1,999998,1,"0,253532134",4,4,0
OI,CE,2,42,7,1,5,7,8,5,6,8,8,8,1.0,6.0,7.0,8.0,8.0,1,8.0,1,8.0,10.0,8.0,2,1,1,2,999998,1,"0,253532134",4,4,0
OI,MG,1,39,6,1,5,8,5,4,5,6,7,7,1.0,4.0,5.0,6.0,5.0,1,4.0,1,6.0,8.0,4.0,2,2,1,2,3000,2,"2,373394851",4,9,0
OI,MG,1,45,7,1,4,7,8,6,4,5,6,8,1.0,6.0,6.0,5.0,7.0,1,7.0,1,8.0,9.0,8.0,2,1,1,3,3000,2,"2,373394851",4,9,0
OI,PB,1,65,8,1,0,8,0,8,8,8,0,8,1.0,0.0,8.0,10.0,10.0,2,99,2,99,99,99,1,1,1,2,2500,2,"0,096240501",4,13,1
OI,PE,1,48,7,1,5,5,6,4,5,3,7,7,1.0,5.0,8.0,10.0,8.0,1,4.0,2,99,99,99,1,1,1,2,8000,4,"0,259755499",4,14,0
OI,PE,1,35,5,1,10,10,10,10,10,10,10,10,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,2,1,1,2,999998,3,"0,259755499",4,14,0
OI,PI,1,53,8,1,5,5,7,4,4,5,5,5,1.0,4.0,5.0,6.0,5.0,2,99,2,99,99,99,1,2,1,4,8000,4,"0,182607017",4,15,0
OI,RJ,1,41,7,1,8,10,10,10,8,10,8,10,1.0,9.0,10.0,10.0,10.0,2,99,2,99,99,99,1,1,1,2,12000,5,"3,133992759",4,17,0
OI,RJ,1,62,8,1,6,5,6,5,8,4,3,3,1.0,0.0,0.0,0.0,0.0,1,3.0,1,3.0,0.0,10.0,2,1,1,2,999999,99,"3,133992759",4,17,0
OI,SE,1,59,8,2,8,6,8,6,7,5,5,4,1.0,0.0,2.0,8.0,3.0,1,5.0,1,5.0,5.0,8.0,1,1,1,1,5000,3,"0,115610301",4,23,0
OI,SE,1,60,8,1,7,7,7,7,6,7,7,8,1.0,6.0,7.0,7.0,6.0,1,7.0,1,7.0,7.0,6.0,1,1,1,2,10000,4,"0,115610301",4,23,0
SKY,DF,1,37,6,1,7,10,10,8,7,7,10,99,1.0,6.0,8.0,9.0,8.0,2,99,2,99,99,99,1,2,2,2,30000,5,"0,070998408",6,5,0
SKY,MG,1,31,5,2,9,8,10,10,7,9,8,5,1.0,9.0,8.0,10.0,9.0,1,7.0,2,99,99,99,1,2,2,2,1200,1,"0,105366518",6,9,0
SKY,PA,1,20,3,1,4,8,5,4,0,4,0,0,1.0,0.0,0.0,5.0,10.0,1,2.0,1,0.0,0.0,0.0,2,2,2,1,1000,1,"0,123385668",6,12,0
SKY,PA,1,37,6,2,7,7,7,7,7,6,7,7,1.0,7.0,7.0,7.0,7.0,1,7.0,2,99,99,99,2,2,2,2,3000,2,"0,123385668",6,12,0
SKY,SP,1,45,7,2,5,7,6,7,7,5,7,7,1.0,9.0,7.0,10.0,8.0,2,99,2,99,99,99,1,2,2,1,999998,99,"0,078931727",6,24,0
TIM,AM,1,27,4,1,8,8,7,7,9,8,7,8,1.0,3.0,3.0,3.0,4.0,1,7.0,2,99,99,99,2,2,1,4,6000,3,"0,088639026",7,2,0
TIM,AM,1,56,8,2,8,10,8,7,7,9,10,8,1.0,7.0,5.0,8.0,8.0,1,5.0,1,8.0,5.0,3.0,2,1,1,2,999998,99,"0,088639026",7,2,0
TIM,BA,1,23,3,1,8,7,10,10,8,8,10,10,1.0,7.0,7.0,10.0,9.0,1,9.0,1,10.0,10.0,10.0,2,2,1,5,3500,2,"0,148083294",7,3,0
TIM,RJ,1,64,8,2,10,10,10,5,5,10,5,5,1.0,8.0,5.0,10.0,10.0,1,7.0,2,99,99,99,2,1,1,1,2000,1,"1,162629684",7,17,0
VIVO,MG,1,43,7,1,4,4,2,4,2,4,5,5,1.0,5.0,6.0,6.0,6.0,2,99,2,99,99,99,2,2,2,2,999999,99,"1,475334685",9,9,0
VIVO,PB,1,32,5,2,10,8,10,10,10,10,8,9,1.0,0.0,7.0,10.0,5.0,2,99,2,99,99,99,2,1,2,1,12000,5,"0,212973903",9,13,0
VIVO,PI,2,33,5,2,7,4,6,7,8,7,4,4,1.0,4.0,3.0,7.0,6.0,2,99,2,99,99,99,2,2,1,3,5000,3,"0,09161355",9,15,0
VIVO,SE,2,31,5,1,7,8,8,7,8,6,7,7,1.0,5.0,7.0,8.0,6.0,1,7.0,2,99,99,99,2,2,1,2,5000,3,"0,190393961",9,23,0
VIVO,SP,2,39,6,2,7,7,8,5,3,7,5,4,99,99,99,99,99,2,99,2,99,99,99,2,2,1,1,2000,1,"14,96133461",9,24,0
CLARO/NET,AC,1,24,3,1,8,10,8,10,10,10,7,10,99,99,99,99,99,2,99,2,99,99,99,1,2,1,3,999998,1,"0,076348118",2,0,0
CLARO/NET,AC,2,32,5,1,9,7,9,10,10,10,5,5,1.0,6.0,6.0,9.0,8.0,1,8.0,1,10.0,10.0,10.0,1,2,1,1,5000,3,"0,076348118",2,0,0
CLARO/NET,AL,1,26,4,2,6,5,6,7,6,6,7,5,1.0,6.0,5.0,7.0,7.0,1,6.0,2,99,99,99,1,2,1,3,5000,3,"0,343029426",2,1,0
CLARO/NET,AL,1,21,3,1,8,7,8,8,7,7,8,9,1.0,6.0,7.0,7.0,7.0,1,7.0,2,99,99,99,2,2,1,1,1045,1,"0,343029426",2,1,0
CLARO/NET,AM,1,81,9,2,7,6,8,7,7,7,6,5,99,99,99,99,99,1,8.0,2,99,99,99,1,1,2,1,1000,1,"0,835665362",2,2,0
CLARO/NET,AM,1,40,6,2,7,10,5,5,5,5,5,5,99,99,99,99,99,1,5.0,2,99,99,99,2,1,1,1,4000,2,"0,835665362",2,2,0
CLARO/NET,AM,2,32,5,2,9,9,9,9,9,8,10,9,1.0,3.0,5.0,5.0,5.0,1,10.0,1,8.0,10.0,10.0,1,2,1,99,999998,99,"0,835665362",2,2,0
CLARO/NET,BA,1,26,4,2,5,8,3,7,6,4,9,8,1.0,4.0,2.0,6.0,6.0,1,6.0,1,8.0,8.0,7.0,2,1,2,2,12000,5,"0,511635463",2,3,0
CLARO/NET,CE,1,65,8,1,10,8,10,9,8,8,9,10,1.0,5.0,9.0,8.0,8.0,1,9.0,2,99,99,99,1,2,1,2,20000,5,"0,33047842",2,4,0
CLARO/NET,GO,1,51,8,1,6,6,6,6,6,6,5,10,1.0,4.0,5.0,7.0,4.0,1,4.0,2,99,99,99,1,2,1,2,3000,2,"0,800542161",2,7,0
CLARO/NET,MA,2,29,4,2,8,10,8,9,8,10,10,8,1.0,7.0,8.0,7.0,8.0,2,99,2,99,99,99,1,1,1,3,10000,4,"0,30203225",2,8,0
CLARO/NET,MG,1,33,5,1,6,9,8,6,5,5,10,10,1.0,4.0,5.0,6.0,6.0,1,7.0,2,99,99,99,1,2,1,2,8000,4,"2,41303017",2,9,0
CLARO/NET,MG,1,45,7,1,2,2,2,2,1,2,99,1,1.0,0.0,2.0,1.0,2.0,1,3.0,1,1.0,2.0,2.0,1,2,1,2,999998,99,"2,41303017",2,9,1
CLARO/NET,MT,1,63,8,2,7,6,4,8,9,6,10,7,1.0,5.0,3.0,6.0,5.0,2,99,2,99,99,99,1,1,1,1,10000,4,"0,331975794",2,11,0
CLARO/NET,MT,1,36,6,1,7,8,9,9,9,8,7,7,1.0,7.0,7.0,7.0,7.0,2,99,2,99,99,99,2,1,1,1,2300,2,"0,331975794",2,11,0
CLARO/NET,PA,1,44,7,1,8,7,8,8,8,7,5,10,1.0,7.0,10.0,10.0,10.0,1,7.0,1,10.0,10.0,10.0,1,2,1,1,2500,2,"0,498548009",2,12,0
CLARO/NET,PB,1,78,9,2,3,3,4,4,4,2,5,8,1.0,2.0,6.0,8.0,2.0,1,3.0,1,8.0,8.0,4.0,1,2,1,99,999998,99,"0,397971582",2,13,1
CLARO/NET,PI,1,38,6,1,7,7,10,9,7,9,10,10,99,99,99,99,99,1,7.0,1,10.0,10.0,10.0,1,1,1,1,2000,1,"0,173615161",2,15,0
CLARO/NET,RJ,2,54,8,2,8,9,8,8,7,8,8,8,1.0,7.0,7.0,7.0,7.0,1,7.0,1,99.0,8.0,8.0,1,2,2,2,10000,4,"5,355997357",2,17,0
CLARO/NET,SE,1,35,5,2,8,10,8,10,6,7,10,10,99,99,99,99,99,1,7.0,1,10.0,10.0,8.0,2,2,2,1,1400,1,"0,189762983",2,23,0
CLARO/NET,SP,1,45,7,1,7,7,7,8,8,8,7,7,1.0,8.0,8.0,9.0,8.0,2,99,2,99,99,99,1,2,1,99,999998,99,"19,63292645",2,24,0
CLARO/NET,SP,1,53,8,1,5,2,3,10,8,9,8,8,1.0,6.0,9.0,6.0,6.0,2,99,2,99,99,99,2,2,2,1,1200,1,"19,63292645",2,24,0
CLARO/NET,TO,1,56,8,2,8,3,7,9,7,8,5,5,1.0,5.0,5.0,8.0,6.0,1,8.0,2,99,99,99,1,1,1,2,25000,5,"0,06265625",2,25,0
CLARO/NET,TO,1,39,6,1,9,5,2,8,8,8,0,0,1.0,0.0,5.0,5.0,5.0,2,99,2,99,99,99,2,2,2,1,4000,2,"0,06265625",2,25,0
ALGAR,GO,1,54,8,2,8,8,8,8,8,8,8,8,1.0,8.0,8.0,7.0,7.0,2,99,2,99,99,99,2,2,1,3,7000,4,"0,082942386",0,7,0
ALGAR,MG,2,43,7,1,6,5,7,4,4,5,8,7,1.0,2.0,6.0,4.0,6.0,1,6.0,2,99,99,99,2,1,1,1,2000,1,"1,720490595",0,9,0
ALGAR,SP,1,35,5,1,0,0,0,0,0,0,10,10,1.0,10.0,10.0,10.0,10.0,1,0.0,1,10.0,10.0,0.0,2,2,1,1,1800,1,"0,385319884",0,24,1
BRISANET,CE,1,53,8,2,8,7,7,8,7,7,10,8,99,99,99,99,99,2,99,2,99,99,99,2,2,1,3,5000,3,"1,30502718",1,4,0
BRISANET,CE,1,20,3,2,10,8,7,10,9,9,8,6,1.0,8.0,8.0,8.0,9.0,2,99,2,99,99,99,2,1,1,2,1600,1,"1,30502718",1,4,0
BRISANET,PE,1,42,7,2,4,2,1,5,2,7,5,9,1.0,0.0,0.0,1.0,2.0,1,2.0,2,99,99,99,2,2,2,2,5000,3,"0,153672687",1,14,0
BRISANET,RN,2,42,7,1,8,8,8,8,8,8,9,9,1.0,9.0,9.0,9.0,9.0,2,99,2,99,99,99,2,2,1,2,2500,2,"0,527034435",1,18,0
HUGHES,MG,2,41,7,1,3,5,4,4,4,0,1,10,1.0,4.0,99.0,99.0,3.0,1,0.0,1,0.0,0.0,0.0,2,2,2,2,9000,4,"0,105097772",3,9,1
HUGHES,SP,1,43,7,2,2,3,4,6,5,4,4,3,1.0,0.0,0.0,3.0,2.0,2,99,2,99,99,99,2,2,2,1,999998,99,"0,106652325",3,24,1
OI,AC,1,36,6,1,4,5,7,5,3,0,0,0,99,99,99,99,99,1,8.0,1,9.0,9.0,9.0,2,1,1,1,1000,1,"0,148912782",4,0,0
OI,BA,1,40,6,2,0,1,0,4,4,4,5,5,1.0,4.0,4.0,5.0,5.0,1,1.0,1,2.0,2.0,4.0,2,2,1,1,2000,1,"0,859429588",4,3,1
OI,BA,2,68,8,1,10,10,10,10,10,10,99,99,99,99,99,99,99,2,99,2,99,99,99,2,2,1,1,999998,2,"0,859429588",4,3,0
OI,CE,1,57,8,1,5,5,5,5,5,5,5,6,1.0,4.0,4.0,4.0,4.0,2,99,2,99,99,99,2,1,1,2,2000,1,"0,253532134",4,4,0
OI,ES,1,50,7,2,5,5,0,5,5,3,4,6,1.0,5.0,5.0,8.0,7.0,1,6.0,1,5.0,5.0,6.0,2,2,1,1,600,1,"0,514795598",4,6,0
OI,ES,2,66,8,1,0,5,5,5,5,2,5,10,1.0,10.0,10.0,10.0,10.0,1,5.0,1,10.0,10.0,5.0,2,1,1,2,2000,1,"0,514795598",4,6,1
OI,ES,2,24,3,1,6,6,8,5,5,6,7,10,1.0,8.0,9.0,9.0,9.0,1,6.0,1,9.0,7.0,5.0,2,2,1,1,999998,3,"0,514795598",4,6,0
OI,GO,1,64,8,1,10,9,10,10,9,8,9,9,1.0,10.0,10.0,10.0,10.0,1,10.0,2,99,99,99,2,1,1,1,999999,99,"1,21207721",4,7,0
OI,MA,1,62,8,2,5,7,7,7,7,7,8,8,1.0,7.0,10.0,9.0,10.0,1,9.0,1,8.0,9.0,10.0,1,1,1,1,5000,3,"0,194692994",4,8,0
OI,MG,1,43,7,1,8,7,5,4,9,9,8,10,1.0,0.0,0.0,2.0,1.0,2,99,1,0.0,0.0,0.0,2,2,1,2,2500,2,"2,373394851",4,9,0
OI,MS,1,30,4,1,6,7,7,6,7,6,8,8,1.0,7.0,8.0,8.0,8.0,1,7.0,2,99,99,99,2,2,1,1,4500,3,"0,515743188",4,10,0
OI,MS,1,63,8,2,7,6,7,6,7,6,6,7,1.0,7.0,7.0,8.0,8.0,1,8.0,1,8.0,9.0,9.0,2,2,1,2,4000,2,"0,515743188",4,10,0
OI,MT,1,31,5,2,6,5,6,7,6,7,5,6,1.0,2.0,6.0,5.0,5.0,2,99,1,6.0,5.0,7.0,2,2,1,3,4000,2,"0,539319816",4,11,0
OI,PB,2,26,4,1,7,8,8,7,7,7,9,9,1.0,5.0,6.0,7.0,7.0,1,8.0,2,99,99,99,1,1,1,1,5000,3,"0,096240501",4,13,0
OI,PE,1,58,8,2,5,8,8,7,7,6,8,6,1.0,7.0,5.0,10.0,6.0,1,5.0,1,5.0,0.0,8.0,1,2,1,2,4000,2,"0,259755499",4,14,0
OI,RN,1,42,7,2,7,5,5,7,7,7,6,6,99,99,99,99,99,1,7.0,1,6.0,8.0,8.0,2,2,1,1,3000,2,"0,093547923",4,18,0
OI,RN,2,24,3,1,7,8,8,9,9,6,9,9,1.0,5.0,7.0,7.0,7.0,1,6.0,1,4.0,5.0,7.0,2,1,1,2,2500,2,"0,093547923",4,18,0
OI,RN,1,26,4,1,3,5,5,0,0,0,10,10,1.0,5.0,0.0,5.0,5.0,2,99,2,99,99,99,1,1,1,5,5000,3,"0,093547923",4,18,1
OI,SE,2,18,3,2,6,8,8,6,5,6,5,10,1.0,8.0,10.0,9.0,10.0,1,9.0,1,9.0,9.0,9.0,2,1,1,1,4000,2,"0,115610301",4,23,0
OI,SE,1,25,4,2,7,8,8,8,8,6,9,6,1.0,5.0,5.0,5.0,6.0,1,8.0,1,10.0,8.0,10.0,2,2,1,2,1800,1,"0,115610301",4,23,0
OI,SE,1,35,5,2,2,0,0,5,1,2,0,2,1.0,0.0,0.0,0.0,2.0,1,2.0,1,2.0,2.0,5.0,2,2,1,99,999999,99,"0,115610301",4,23,1
SKY,AM,1,48,7,1,7,5,0,5,2,2,7,10,1.0,0.0,8.0,10.0,10.0,1,0.0,2,99,99,99,2,2,2,1,1200,1,"0,133954269",6,2,0
SKY,AM,1,37,6,2,8,7,6,7,6,5,10,0,1.0,3.0,3.0,4.0,5.0,2,99,2,99,99,99,1,2,2,2,999998,2,"0,133954269",6,2,0
SKY,DF,1,57,8,2,8,8,8,9,9,9,6,7,99,99,99,99,99,1,9.0,1,5.0,7.0,5.0,2,2,2,3,10000,4,"0,070998408",6,5,0
SKY,DF,1,47,7,2,7,9,7,7,7,6,10,10,1.0,6.0,8.0,9.0,7.0,1,3.0,1,8.0,8.0,3.0,1,2,2,2,10000,4,"0,070998408",6,5,0
SKY,GO,1,24,3,2,7,9,5,9,8,5,10,5,1.0,5.0,9.0,9.0,7.0,2,99,2,99,99,99,2,2,2,3,6000,3,"0,091818997",6,7,0
SKY,GO,1,27,4,2,5,10,5,3,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,2,2,2,1,999998,99,"0,091818997",6,7,0
SKY,MG,1,30,4,1,5,8,2,3,3,3,3,10,1.0,8.0,3.0,10.0,8.0,1,0.0,1,5.0,5.0,2.0,2,2,2,1,5000,3,"0,105366518",6,9,0
SKY,MG,1,45,7,2,1,5,2,0,0,3,0,2,1.0,0.0,3.0,4.0,9.0,1,0.0,2,99,99,99,1,2,2,1,1200,1,"0,105366518",6,9,1
SKY,MT,1,41,7,1,10,10,10,10,8,8,10,10,99,99,99,99,99,2,99,2,99,99,99,2,2,2,2,2000,1,"0,0548337",6,11,0
SKY,MT,1,50,7,2,7,10,7,5,5,5,10,10,1.0,5.0,5.0,5.0,7.0,1,5.0,1,0.0,0.0,0.0,1,2,2,9,2000,1,"0,0548337",6,11,0
SKY,PA,1,32,5,1,8,10,10,10,10,10,10,10,1.0,8.0,10.0,10.0,10.0,2,99,2,99,99,99,2,2,2,2,2000,1,"0,123385668",6,12,0
SKY,SP,1,40,6,1,3,4,0,3,3,2,5,5,1.0,5.0,4.0,4.0,5.0,1,1.0,1,3.0,2.0,3.0,1,2,2,2,1200,1,"0,078931727",6,24,1
SKY,SP,1,55,8,2,9,8,9,9,9,8,8,8,99,99,99,99,99,2,99,2,99,99,99,2,2,2,99,999998,99,"0,078931727",6,24,0
TIM,BA,1,44,7,2,8,10,10,10,8,10,7,8,1.0,5.0,7.0,8.0,7.0,1,7.0,1,6.0,6.0,7.0,2,1,1,2,12000,5,"0,148083294",7,3,0
TIM,BA,1,49,7,2,7,9,7,5,7,5,5,3,1.0,2.0,2.0,7.0,4.0,1,5.0,1,9.0,10.0,10.0,2,2,1,2,6000,3,"0,148083294",7,3,0
TIM,SP,1,67,8,2,9,9,9,8,9,8,8,9,99,99,99,99,99,2,99,1,10.0,9.0,9.0,1,2,1,1,4000,2,"1,501035493",7,24,0
